player_id,username,nome,titulo,avatar,url,seguidores,pais,data_entrada,status,is_streamer,verificado,origem
55724226,artooon,Pranesh M,GM,https://images.chesscomfiles.com/uploads/v1/user/55724226.0ba82cd8.200x200o.daac4ae34c55.jpeg,https://www.chess.com/member/artooon,1646,XX,2019-01-09,premium,False,False,chess.com
57142804,artin10862,Artin Ashraf,FM,https://images.chesscomfiles.com/uploads/v1/user/57142804.9f5d4a92.200x200o.4a3156e37f5c.jpg,https://www.chess.com/member/artin10862,899,TR,2019-02-09,premium,False,False,chess.com
429108043,sina-movahed,Sina Movahed,GM,https://images.chesscomfiles.com/uploads/v1/user/429108043.5d448809.200x200o.329b40742875.jpg,https://www.chess.com/member/Sina-Movahed,564,IR,2025-02-14,premium,False,False,chess.com
39098776,micki-taryan,Haik Martirosyan,GM,https://images.chesscomfiles.com/uploads/v1/user/39098776.eca167eb.200x200o.8e8ab1d48856.jpg,https://www.chess.com/member/Micki-taryan,870,AM,2017-10-01,premium,False,False,chess.com
11177810,fabianocaruana,Fabiano Caruana,GM,https://images.chesscomfiles.com/uploads/v1/user/11177810.9dfc8d31.200x200o.9a9eccebc07c.png,https://www.chess.com/member/FabianoCaruana,22559,US,2013-03-17,premium,False,False,chess.com
294649525,robert_angier,Konstantin Popov,IM,https://images.chesscomfiles.com/uploads/v1/user/294649525.7e5337dc.200x200o.3a7678fb4c83.jpg,https://www.chess.com/member/Robert_Angier,123,XX,2023-06-19,premium,False,False,chess.com
61085366,raunaksadhwani2005,Raunak Sadhwani,GM,https://images.chesscomfiles.com/uploads/v1/user/61085366.7e6977ec.200x200o.fa27239336b6.jpeg,https://www.chess.com/member/RaunakSadhwani2005,2113,IN,2019-05-17,premium,True,False,chess.com
12709942,chesswarrior7197,Nodirbek Abdusattorov,GM,https://images.chesscomfiles.com/uploads/v1/user/12709942.6e2e1d11.200x200o.ac217f38d8b4.png,https://www.chess.com/member/ChessWarrior7197,4802,UZ,2013-07-14,premium,False,False,chess.com
43194690,vincentkeymer,Vincent Keymer,GM,https://images.chesscomfiles.com/uploads/v1/user/43194690.01e2e420.200x200o.5b2983036718.jpeg,https://www.chess.com/member/VincentKeymer,3683,DE,2018-02-10,premium,False,False,chess.com
26897358,grischuk,Alexander Grischuk,GM,https://images.chesscomfiles.com/uploads/v1/user/26897358.10f64fa8.200x200o.634d3db4ddc2.jpeg,https://www.chess.com/member/Grischuk,7557,RU,2016-02-24,premium,False,False,chess.com
32230490,parhamov,Parham Maghsoodloo,GM,https://images.chesscomfiles.com/uploads/v1/user/32230490.26c10df6.200x200o.7bb7031c30e8.jpg,https://www.chess.com/member/Parhamov,5756,IR,2017-01-08,premium,False,False,chess.com
492781159,f1_and_chess,David Kaufman,IM,,https://www.chess.com/member/F1_and_Chess,19,US,2025-10-16,premium,False,False,chess.com
69192934,dropstonedp,David Paravyan,GM,https://images.chesscomfiles.com/uploads/v1/user/69192934.19df0418.200x200o.5839b2717eb5.jpeg,https://www.chess.com/member/dropstoneDP,934,RU,2019-12-11,premium,False,False,chess.com
